#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","KV784361.1",187012,187782,"+",,,"FRACYDRAFT_188965","OEU13260.1",256,"hypothetical protein FRACYDRAFT_188965"
"Un","KV784361.1",187848,188732,"-",,,"FRACYDRAFT_241598","OEU13261.1",294,"DEAD box protein"
"Un","KV784361.1",188865,189983,"-",,,"FRACYDRAFT_188581","OEU13262.1",373,"DEAH-box nuclear pre-mRNA splicing factor, partial"
"Un","KV784361.1",191392,192433,"+",,,"FRACYDRAFT_188604","OEU13263.1",300,"hypothetical protein FRACYDRAFT_188604"
"Un","KV784361.1",192408,193585,"+",,,"FRACYDRAFT_209612","OEU13264.1",280,"Aminotran_1_2-domain-containing protein"
"Un","KV784361.1",193739,194719,"-",,,"FRACYDRAFT_269743","OEU13265.1",326,"hypothetical protein FRACYDRAFT_269743"
"Un","KV784361.1",195447,196622,"-",,,"FRACYDRAFT_241601","OEU13266.1",348,"hypothetical protein FRACYDRAFT_241601"
"Un","KV784361.1",197631,199529,"+",,"GGCT","FRACYDRAFT_241602","OEU14150.1",494,"gamma glutamin cyclotransferase"
"Un","KV784361.1",200030,202609,"-",,"BGS3","FRACYDRAFT_188850","OEU14161.1",630,"beta-glucan synthase-like protein"
"Un","KV784361.1",203575,204294,"-",,,"FRACYDRAFT_269744","OEU13267.1",239,"hypothetical protein FRACYDRAFT_269744"
"Un","KV784361.1",204928,206080,"-",,,"FRACYDRAFT_262176","OEU13268.1",266,"hypothetical protein FRACYDRAFT_262176"
"Un","KV784361.1",206567,207880,"+",,,"FRACYDRAFT_275992","OEU13269.1",212,"hypothetical protein FRACYDRAFT_275992"
"Un","KV784361.1",209097,209741,"+",,,"FRACYDRAFT_241607","OEU13270.1",155,"hypothetical protein FRACYDRAFT_241607"
"Un","KV784361.1",211499,212676,"+",,,"FRACYDRAFT_159386","OEU13271.1",242,"hypothetical protein FRACYDRAFT_159386, partial"
"Un","KV784361.1",213327,214735,"-",,,"FRACYDRAFT_241609","OEU13272.1",364,"hypothetical protein FRACYDRAFT_241609"
"Un","KV784361.1",214874,215218,"+",,,"FRACYDRAFT_241610","OEU13273.1",114,"hypothetical protein FRACYDRAFT_241610"
"Un","KV784361.1",215429,216186,"+",,,"FRACYDRAFT_269748","OEU13274.1",160,"hypothetical protein FRACYDRAFT_269748"
"Un","KV784361.1",216275,218701,"-",,,"FRACYDRAFT_262179","OEU13275.1",796,"hypothetical protein FRACYDRAFT_262179"
"Un","KV784361.1",221644,222501,"+",,,"FRACYDRAFT_269749","OEU13276.1",174,"hypothetical protein FRACYDRAFT_269749, partial"
"Un","KV784361.1",222975,224740,"-",,,"FRACYDRAFT_241614","OEU13277.1",291,"hypothetical protein FRACYDRAFT_241614"
"Un","KV784361.1",225839,226342,"+",,,"FRACYDRAFT_241615","OEU13278.1",118,"hypothetical protein FRACYDRAFT_241615"
"Un","KV784361.1",227238,229202,"+",,,"FRACYDRAFT_209619","OEU13279.1",616,"hypothetical protein FRACYDRAFT_209619"
"Un","KV784361.1",229434,230156,"-",,,"FRACYDRAFT_269751","OEU13280.1",240,"hypothetical protein FRACYDRAFT_269751"
"Un","KV784361.1",232168,234432,"-",,,"FRACYDRAFT_209620","OEU13281.1",661,"LepA_C-domain-containing protein"
"Un","KV784361.1",238365,238855,"+",,,"FRACYDRAFT_269753","OEU13282.1",135,"ADP-ribosylation"
"Un","KV784361.1",240176,241138,"+",,,"FRACYDRAFT_269755","OEU13283.1",320,"hypothetical protein FRACYDRAFT_269755"
"Un","KV784361.1",241583,247002,"-",,"XDH","FRACYDRAFT_209625","OEU13284.1",1429,"xanthine dehydrogenase"
"Un","KV784361.1",248931,251060,"+",,,"FRACYDRAFT_189062","OEU13285.1",700,"MCM-domain-containing protein"
"Un","KV784361.1",252164,253213,"+",,,"FRACYDRAFT_241623","OEU13286.1",349,"hypothetical protein FRACYDRAFT_241623"
"Un","KV784361.1",253414,254463,"-",,,"FRACYDRAFT_241624","OEU13287.1",349,"hypothetical protein FRACYDRAFT_241624"
"Un","KV784361.1",255325,258384,"+",,,"FRACYDRAFT_209626","OEU13288.1",941,"hypothetical protein FRACYDRAFT_209626"
"Un","KV784361.1",258547,259692,"-",,,"FRACYDRAFT_189350","OEU13289.1",328,"inosine guanosine and"
"Un","KV784361.1",260483,261448,"+",,,"FRACYDRAFT_241627","OEU13290.1",196,"hypothetical protein FRACYDRAFT_241627"
"Un","KV784361.1",261751,263680,"-",,,"FRACYDRAFT_226667","OEU13291.1",567,"putative EH-domain-containing protein"
"Un","KV784361.1",264695,266071,"+",,,"FRACYDRAFT_241629","OEU13292.1",458,"hypothetical protein FRACYDRAFT_241629"
"Un","KV784361.1",267047,267724,"+",,,"FRACYDRAFT_269759","OEU13293.1",226,"hypothetical protein FRACYDRAFT_269759, partial"
"Un","KV784361.1",269219,270813,"+",,,"FRACYDRAFT_149964","OEU13294.1",367,"FMN-linked oxidoreductase, partial"
"Un","KV784361.1",272383,272643,"-",,,"FRACYDRAFT_155286","OEU13295.1",87,"hypothetical protein FRACYDRAFT_155286, partial"
"Un","KV784361.1",274039,274839,"-",,,"FRACYDRAFT_189148","OEU13296.1",267,"hypothetical protein FRACYDRAFT_189148, partial"
"Un","KV784361.1",277537,278942,"+",,,"FRACYDRAFT_276002","OEU13297.1",373,"hypothetical protein FRACYDRAFT_276002"
"Un","KV784361.1",279132,280702,"-",,"TMLD","FRACYDRAFT_262191","OEU13298.1",489,"Trimethyllysine dioxygenase"
"Un","KV784361.1",282581,283267,"-",,,"FRACYDRAFT_269761","OEU13299.1",229,"hypothetical protein FRACYDRAFT_269761, partial"
"Un","KV784361.1",290259,290924,"-",,"Lhcf","FRACYDRAFT_276003","OEU14140.1",221,"fucoxanthin chlorophyll a/c protein"
"Un","KV784361.1",292505,294114,"+",,"FBP3","FRACYDRAFT_170890","OEU13300.1",341,"cytosolic fructose-1,6-bishosphatase"
"Un","KV784361.1",294422,298195,"-",,,"FRACYDRAFT_241638","OEU13301.1",1169,"hypothetical protein FRACYDRAFT_241638"
"Un","KV784361.1",299405,300244,"-",,,"FRACYDRAFT_152582","OEU13302.1",231,"pseudouridine synthase, partial"
"Un","KV784361.1",301411,302504,"+",,,"FRACYDRAFT_209639","OEU13303.1",313,"UDP-N-acetylglucosamine transporter-like protein"
"Un","KV784361.1",302992,306564,"-",,"GGCS","FRACYDRAFT_209641","OEU14149.1",796,"gamma glutamylcysteine synthetase"
"Un","KV784361.1",302992,306441,"-",,"GGCS","FRACYDRAFT_209641","OEU14148.1",755,"gamma glutamylcysteine synthetase"
"Un","KV784361.1",308945,311006,"+",,,"FRACYDRAFT_262197","OEU13304.1",532,"hypothetical protein FRACYDRAFT_262197"
"Un","KV784361.1",312691,313608,"-",,,"FRACYDRAFT_269765","OEU13305.1",305,"hypothetical protein FRACYDRAFT_269765"
"Un","KV784361.1",317103,318122,"+",,,"FRACYDRAFT_151640","OEU13306.1",234,"kinase-like protein, partial"
"Un","KV784361.1",318376,318972,"-",,,"FRACYDRAFT_241645","OEU13307.1",198,"hypothetical protein FRACYDRAFT_241645"
"Un","KV784361.1",325329,325787,"+",,,"FRACYDRAFT_218739","OEU13308.1",152,"SET domain-containing 1Bb"
"Un","KV784361.1",326029,327080,"-",,,"FRACYDRAFT_226675","OEU13309.1",161,"SsrA-binding protein"
"Un","KV784361.1",327079,329367,"+",,,"FRACYDRAFT_241648","OEU13310.1",762,"hypothetical protein FRACYDRAFT_241648"
"Un","KV784361.1",329726,331000,"-",,,"FRACYDRAFT_189194","OEU13311.1",424,"pseudouridine synthase"
"Un","KV784361.1",332449,333790,"-",,,"FRACYDRAFT_170904","OEU13312.1",394,"S-adenosyl-L-methionine-dependent methyltransferase"
"Un","KV784361.1",334469,335182,"+",,,"FRACYDRAFT_150793","OEU13313.1",238,"pseudouridine synthase, partial"
"Un","KV784361.1",336617,337863,"-",,,"FRACYDRAFT_189119","OEU13314.1",368,"kinesin-domain-containing protein, partial"
"Un","KV784361.1",339201,339713,"+",,,"FRACYDRAFT_241653","OEU13315.1",141,"hypothetical protein FRACYDRAFT_241653"
"Un","KV784361.1",340782,342041,"+",,,"FRACYDRAFT_241654","OEU13316.1",419,"hypothetical protein FRACYDRAFT_241654"
"Un","KV784361.1",344323,346676,"-",,,"FRACYDRAFT_241655","OEU13317.1",773,"hypothetical protein FRACYDRAFT_241655"
"Un","KV784361.1",353112,354047,"+",,,"FRACYDRAFT_188759","OEU13318.1",311,"hypothetical protein FRACYDRAFT_188759"
"Un","KV784361.1",354172,355650,"-",,,"FRACYDRAFT_188730","OEU13319.1",361,"GTP-binding protein Obg/CgtA"
"Un","KV784361.1",356819,357676,"+",,,"FRACYDRAFT_269769","OEU13320.1",285,"hypothetical protein FRACYDRAFT_269769"
"Un","KV784361.1",358078,360052,"+",,,"FRACYDRAFT_276011","OEU13321.1",532,"MFS general substrate transporter"
"Un","KV784361.1",360777,364058,"+",,"BGAL1","FRACYDRAFT_209655","OEU13322.1",876,"putative beta-galactosidase"
"Un","KV784361.1",364256,365128,"-",,,"FRACYDRAFT_209656","OEU13323.1",257,"hypothetical protein FRACYDRAFT_209656"
"Un","KV784361.1",366159,366848,"+",,,"FRACYDRAFT_226682","OEU13324.1",229,"hypothetical protein FRACYDRAFT_226682"
"Un","KV784361.1",367167,368486,"-",,,"FRACYDRAFT_269772","OEU13325.1",439,"S-adenosyl-L-methionine-dependent methyltransferase"
"Un","KV784361.1",368837,370516,"+",,,"FRACYDRAFT_189024","OEU13326.1",559,"hypothetical protein FRACYDRAFT_189024"
"Un","KV784361.1",370854,371708,"+",,,"FRACYDRAFT_241665","OEU13327.1",284,"hypothetical protein FRACYDRAFT_241665"
"Un","KV784361.1",372075,373878,"-",,,"FRACYDRAFT_189595","OEU13328.1",500,"signal recognition particle protein"
"Un","KV784361.1",374609,375543,"+",,,"FRACYDRAFT_241667","OEU13329.1",271,"hypothetical protein FRACYDRAFT_241667"
"Un","KV784361.1",376906,377961,"-",,,"FRACYDRAFT_160983","OEU13330.1",252,"phosphatidylinositol 3 and 4-kinase, partial"
"Un","KV784361.1",382209,383603,"+",,,"FRACYDRAFT_241670","OEU13331.1",464,"Serinc-domain-containing protein"
"Un","KV784361.1",384302,384880,"-",,,"FRACYDRAFT_269773","OEU13332.1",192,"hypothetical protein FRACYDRAFT_269773"
"Un","KV784361.1",389945,390268,"-",,,"FRACYDRAFT_188636","OEU13333.1",107,"hypothetical protein FRACYDRAFT_188636"
"Un","KV784361.1",390853,391947,"+",,,"FRACYDRAFT_241673","OEU13334.1",310,"hypothetical protein FRACYDRAFT_241673"
"Un","KV784361.1",394149,394355,"+",,,"FRACYDRAFT_269774","OEU13335.1",68,"hypothetical protein FRACYDRAFT_269774"
"Un","KV784361.1",394458,395867,"-",,,"FRACYDRAFT_241675","OEU13336.1",469,"hypothetical protein FRACYDRAFT_241675"
"Un","KV784361.1",396803,399480,"+",,,"FRACYDRAFT_241676","OEU13337.1",748,"RNA polymerase I-specific transcription initiation factor RRN3"
"Un","KV784361.1",399622,400238,"-",,,"FRACYDRAFT_189341","OEU13338.1",153,"FKBP-like protein"
"Un","KV784361.1",401027,402240,"-",,,"FRACYDRAFT_218749","OEU13339.1",295,"hypothetical protein FRACYDRAFT_218749"
"Un","KV784361.1",402793,403790,"+",,,"FRACYDRAFT_262212","OEU13340.1",229,"hypothetical protein FRACYDRAFT_262212"
"Un","KV784361.1",404028,404750,"-",,,"FRACYDRAFT_241680","OEU13341.1",240,"hypothetical protein FRACYDRAFT_241680"
"Un","KV784361.1",405698,405985,"+",,,"FRACYDRAFT_269778","OEU13342.1",95,"hypothetical protein FRACYDRAFT_269778"
"Un","KV784361.1",406943,407548,"-",,,"FRACYDRAFT_141745","OEU13343.1",185,"hypothetical protein FRACYDRAFT_141745, partial"
"Un","KV784361.1",408520,409119,"+",,,"FRACYDRAFT_152382","OEU13344.1",200,"hypothetical protein FRACYDRAFT_152382, partial"
"Un","KV784361.1",410160,411021,"-",,,"FRACYDRAFT_241683","OEU13345.1",211,"hypothetical protein FRACYDRAFT_241683"
"Un","KV784361.1",412413,412607,"+",,,"FRACYDRAFT_269781","OEU13346.1",64,"hypothetical protein FRACYDRAFT_269781"
"Un","KV784361.1",414659,417838,"+",,,"FRACYDRAFT_209669","OEU13347.1",1047,"HEAT repeat-containing protein"
"Un","KV784361.1",418203,419246,"-",,,"FRACYDRAFT_241686","OEU13348.1",322,"hypothetical protein FRACYDRAFT_241686"
"Un","KV784361.1",419645,421297,"+",,,"FRACYDRAFT_241687","OEU13349.1",550,"alpha/beta-hydrolase"
"Un","KV784361.1",421467,421943,"-",,,"FRACYDRAFT_269783","OEU13350.1",158,"hypothetical protein FRACYDRAFT_269783"
"Un","KV784361.1",422970,423722,"+",,,"FRACYDRAFT_269784","OEU13351.1",163,"hypothetical protein FRACYDRAFT_269784"
"Un","KV784361.1",424054,425263,"-",,,"FRACYDRAFT_189282","OEU13352.1",299,"hypothetical protein FRACYDRAFT_189282"
"Un","KV784361.1",426255,426970,"+",,,"FRACYDRAFT_189533","OEU13353.1",138,"hypothetical protein FRACYDRAFT_189533"
"Un","KV784361.1",427230,429683,"-",,,"FRACYDRAFT_241692","OEU13354.1",817,"hypothetical protein FRACYDRAFT_241692"
"Un","KV784361.1",431084,431377,"+",,,"FRACYDRAFT_155027","OEU13355.1",98,"hypothetical protein FRACYDRAFT_155027, partial"
"Un","KV784361.1",431940,433843,"-",,,"FRACYDRAFT_241694","OEU13356.1",430,"hypothetical protein FRACYDRAFT_241694"
"Un","KV784361.1",434987,440188,"+",,,"FRACYDRAFT_189271","OEU13357.1",1312,"P-loop containing nucleoside triphosphate hydrolase protein"
"Un","KV784361.1",440480,441724,"-",,,"FRACYDRAFT_241696","OEU13358.1",414,"hypothetical protein FRACYDRAFT_241696"
"Un","KV784361.1",442240,442967,"+",,,"FRACYDRAFT_218757","OEU13359.1",242,"hypothetical protein FRACYDRAFT_218757, partial"
"Un","KV784361.1",443963,445104,"+",,,"FRACYDRAFT_150085","OEU13360.1",299,"HesA/MoeB/ThiF family protein, partial"
"Un","KV784361.1",445285,446751,"-",,,"FRACYDRAFT_170927","OEU13361.1",368,"cysteine proteinase"
"Un","KV784361.1",448846,450103,"+",,"UGE1_1","FRACYDRAFT_170931","OEU13362.1",366,"putative UDP-glucose 4-epimerase"
"Un","KV784361.1",450240,452249,"-",,,"FRACYDRAFT_241701","OEU13363.1",640,"hypothetical protein FRACYDRAFT_241701"
"Un","KV784361.1",452805,453245,"+",,,"FRACYDRAFT_269788","OEU13364.1",146,"hypothetical protein FRACYDRAFT_269788"
"Un","KV784361.1",454380,454857,"-",,,"FRACYDRAFT_269789","OEU13365.1",105,"hypothetical protein FRACYDRAFT_269789"
"Un","KV784361.1",455251,455943,"+",,,"FRACYDRAFT_269790","OEU13366.1",231,"hypothetical protein FRACYDRAFT_269790, partial"
"Un","KV784361.1",457820,458233,"+",,,"FRACYDRAFT_269791","OEU13367.1",138,"hypothetical protein FRACYDRAFT_269791, partial"
"Un","KV784361.1",458354,459013,"+",,,"FRACYDRAFT_269792","OEU13368.1",219,"hypothetical protein FRACYDRAFT_269792"
"Un","KV784361.1",460937,462739,"-",,,"FRACYDRAFT_226705","OEU13369.1",600,"Aa_trans-domain-containing protein"
"Un","KV784361.1",463309,464725,"+",,,"FRACYDRAFT_189017","OEU13370.1",362,"YIF1-domain-containing protein"
"Un","KV784361.1",466015,466593,"+",,,"FRACYDRAFT_269793","OEU13371.1",192,"RL18, ribosomal protein 18 60S large ribosomal subunit"
"Un","KV784361.1",468463,469242,"+",,,"FRACYDRAFT_241708","OEU13372.1",203,"hypothetical protein FRACYDRAFT_241708"
"Un","KV784361.1",469835,471805,"-",,,"FRACYDRAFT_241709","OEU13373.1",656,"hypothetical protein FRACYDRAFT_241709"
"Un","KV784361.1",472231,473919,"+",,"Rad51a","FRACYDRAFT_241710","OEU13374.1",562,"P-loop containing nucleoside triphosphate hydrolase protein"
"Un","KV784361.1",474965,476014,"+",,,"FRACYDRAFT_241711","OEU13375.1",265,"hypothetical protein FRACYDRAFT_241711"
"Un","KV784361.1",476796,477887,"+",,,"FRACYDRAFT_276030","OEU13376.1",294,"NAD(P)-binding protein"
"Un","KV784361.1",478004,479236,"-",,,"FRACYDRAFT_241713","OEU13377.1",410,"hypothetical protein FRACYDRAFT_241713"
"Un","KV784361.1",479819,480351,"+",,,"FRACYDRAFT_155055","OEU13378.1",103,"CSD-domain-containing protein, partial"
"Un","KV784361.1",481327,482534,"-",,,"FRACYDRAFT_241715","OEU13379.1",282,"hypothetical protein FRACYDRAFT_241715"
"Un","KV784361.1",482902,484497,"-",,,"FRACYDRAFT_188800","OEU13380.1",442,"hypothetical protein FRACYDRAFT_188800"
"Un","KV784361.1",485083,485442,"+",,,"FRACYDRAFT_241717","OEU13381.1",119,"hypothetical protein FRACYDRAFT_241717"
"Un","KV784361.1",485800,489266,"-",,,"FRACYDRAFT_170947","OEU13382.1",1088,"hypothetical protein FRACYDRAFT_170947, partial"
"Un","KV784361.1",491736,493358,"+",,,"FRACYDRAFT_262227","OEU13383.1",380,"hypothetical protein FRACYDRAFT_262227"
"Un","KV784361.1",493491,500270,"-",,,"FRACYDRAFT_189483","OEU13384.1",2205,"DNA/RNA polymerase, partial"
"Un","KV784361.1",501880,504909,"-",,,"FRACYDRAFT_241721","OEU13385.1",976,"acetyl-CoA synthetase-like protein"
"Un","KV784361.1",505224,509609,"+",,,"FRACYDRAFT_262228","OEU13386.1",1423,"hypothetical protein FRACYDRAFT_262228"
"Un","KV784361.1",510095,513542,"-",,,"FRACYDRAFT_170952","OEU13387.1",1039,"ARM repeat-containing protein"
"Un","KV784361.1",514089,515673,"+",,,"FRACYDRAFT_276035","OEU13388.1",462,"FrhB_FdhB_C-domain-containing protein"
"Un","KV784361.1",516515,517559,"+",,,"FRACYDRAFT_262230","OEU13389.1",199,"hypothetical protein FRACYDRAFT_262230"
"Un","KV784361.1",518421,521560,"-",,,"FRACYDRAFT_241726","OEU13390.1",955,"ARM repeat-containing protein"
"Un","KV784361.1",523140,523730,"-",,,"FRACYDRAFT_269797","OEU13391.1",196,"hypothetical protein FRACYDRAFT_269797"
"Un","KV784361.1",524710,526090,"+",,,"FRACYDRAFT_241728","OEU13392.1",449,"hypothetical protein FRACYDRAFT_241728"
"Un","KV784361.1",526269,526628,"+",,,"FRACYDRAFT_241729","OEU13393.1",119,"hypothetical protein FRACYDRAFT_241729"
"Un","KV784361.1",527023,528363,"-",,,"FRACYDRAFT_188828","OEU13394.1",446,"hypothetical protein FRACYDRAFT_188828"
"Un","KV784361.1",529701,531016,"-",,,"FRACYDRAFT_226718","OEU13395.1",339,"serine O-acetyltransferase"
"Un","KV784361.1",532153,534304,"+",,,"FRACYDRAFT_209706","OEU13396.1",395,"hypothetical protein FRACYDRAFT_209706"
"Un","KV784361.1",534645,537920,"-",,,"FRACYDRAFT_209709","OEU13397.1",856,"Myosin_head-domain-containing protein"
"Un","KV784361.1",541062,543381,"+",,,"FRACYDRAFT_269800","OEU13398.1",627,"ATP-dependent metallopeptidase Hfl"
"Un","KV784361.1",543689,545425,"-",,"GK1","FRACYDRAFT_291583","OEU14163.1",578,"glycerate kinase"
"Un","KV784361.1",545871,547133,"+",,"GAPDH3","FRACYDRAFT_209715","OEU13399.1",351,"glyceraldehyde-3-phosphate dehydrogenase"
"Un","KV784361.1",547663,549811,"+",,,"FRACYDRAFT_276042","OEU13400.1",604,"PLP-dependent transferase"
"Un","KV784361.1",550316,550522,"-",,,"FRACYDRAFT_165023","OEU13401.1",69,"hypothetical protein FRACYDRAFT_165023, partial"
"Un","KV784361.1",551610,552191,"+",,,"FRACYDRAFT_218776","OEU13402.1",193,"hypothetical protein FRACYDRAFT_218776"
"Un","KV784361.1",552996,555245,"+",,,"FRACYDRAFT_189569","OEU13403.1",717,"P-loop containing nucleoside triphosphate hydrolase protein"
"Un","KV784361.1",557642,558256,"+",,,"FRACYDRAFT_269805","OEU13404.1",157,"hypothetical protein FRACYDRAFT_269805"
"Un","KV784361.1",559610,561683,"+",,,"FRACYDRAFT_189308","OEU13405.1",281,"hypothetical protein FRACYDRAFT_189308"
"Un","KV784361.1",566345,571056,"+",,,"FRACYDRAFT_241743","OEU13406.1",1510,"hypothetical protein FRACYDRAFT_241743"
"Un","KV784361.1",571311,571760,"-",,,"FRACYDRAFT_269806","OEU13407.1",149,"hypothetical protein FRACYDRAFT_269806"
"Un","KV784361.1",572639,573844,"-",,,"FRACYDRAFT_241745","OEU13408.1",401,"hypothetical protein FRACYDRAFT_241745"
"Un","KV784361.1",574997,577076,"-",,,"FRACYDRAFT_291565","OEU14159.1",636,"HLH and PAS domain-containing protein"
"Un","KV784361.1",579487,581314,"+",,,"FRACYDRAFT_241747","OEU13409.1",559,"hypothetical protein FRACYDRAFT_241747"
"Un","KV784361.1",581763,582633,"-",,,"FRACYDRAFT_226726","OEU13410.1",224,"Di-trans-poly-cis-decaprenylcistransferase"
"Un","KV784361.1",588025,590308,"+",,,"FRACYDRAFT_170979","OEU13411.1",651,"Creatinase/aminopeptidase"
"Un","KV784361.1",590392,593582,"-",,,"FRACYDRAFT_226728","OEU13412.1",943,"hypothetical protein FRACYDRAFT_226728"
"Un","KV784361.1",595168,596067,"+",,,"FRACYDRAFT_269810","OEU13413.1",299,"DUF300-domain-containing protein"
"Un","KV784361.1",597663,599223,"+",,,"FRACYDRAFT_209729","OEU13414.1",471,"PLC-like phosphodiesterase"
"Un","KV784361.1",600738,601491,"+",,,"FRACYDRAFT_276048","OEU13415.1",203,"hypothetical protein FRACYDRAFT_276048"
"Un","KV784361.1",602207,603019,"-",,,"FRACYDRAFT_276049","OEU13416.1",191,"Multi_Drug_Res-domain-containing protein"
"Un","KV784361.1",604105,607300,"-",,,"FRACYDRAFT_262248","OEU13417.1",972,"hypothetical protein FRACYDRAFT_262248"
"Un","KV784361.1",609163,611447,"+",,,"FRACYDRAFT_241757","OEU13418.1",631,"hypothetical protein FRACYDRAFT_241757"
"Un","KV784361.1",611618,612178,"-",,,"FRACYDRAFT_269813","OEU13419.1",186,"cysteine proteinase"
"Un","KV784361.1",616825,619764,"+",,,"FRACYDRAFT_262250","OEU13420.1",979,"hypothetical protein FRACYDRAFT_262250"
"Un","KV784361.1",619987,620928,"-",,,"FRACYDRAFT_241760","OEU13421.1",313,"hypothetical protein FRACYDRAFT_241760"
"Un","KV784361.1",621238,621602,"-",,,"FRACYDRAFT_218788","OEU13422.1",106,"hypothetical protein FRACYDRAFT_218788, partial"
"Un","KV784361.1",622253,623563,"-",,,"FRACYDRAFT_241761","OEU13423.1",436,"hypothetical protein FRACYDRAFT_241761"
"Un","KV784361.1",624333,624986,"+",,,"FRACYDRAFT_189362","OEU13424.1",154,"hypothetical protein FRACYDRAFT_189362"
"Un","KV784361.1",625265,628114,"-",,,"FRACYDRAFT_241763","OEU13425.1",896,"Ataxin-2_N-domain-containing protein"
"Un","KV784361.1",631399,639600,"-",,,"FRACYDRAFT_241764","OEU13426.1",2290,"hypothetical protein FRACYDRAFT_241764"
"Un","KV784361.1",640616,641041,"+",,,"FRACYDRAFT_241765","OEU13427.1",117,"hypothetical protein FRACYDRAFT_241765"
"Un","KV784361.1",642785,647172,"+",,,"FRACYDRAFT_188669","OEU13428.1",1404,"hypothetical protein FRACYDRAFT_188669"
"Un","KV784361.1",649163,650083,"+",,,"FRACYDRAFT_188979","OEU13429.1",307,"MAP kinase-like protein, partial"
"Un","KV784361.1",652214,652555,"+",,,"FRACYDRAFT_269816","OEU13430.1",113,"hypothetical protein FRACYDRAFT_269816"
"Un","KV784361.1",653234,653770,"-",,,"FRACYDRAFT_241768","OEU13431.1",147,"hypothetical protein FRACYDRAFT_241768"
"Un","KV784361.1",654484,657447,"+",,,"FRACYDRAFT_189509","OEU13432.1",866,"hypothetical protein FRACYDRAFT_189509, partial"
"Un","KV784361.1",657889,658146,"+",,,"FRACYDRAFT_269817","OEU13433.1",85,"hypothetical protein FRACYDRAFT_269817"
"Un","KV784361.1",658865,660124,"-",,,"FRACYDRAFT_188467","OEU13434.1",419,"hypothetical protein FRACYDRAFT_188467"
"Un","KV784361.1",660832,662353,"-",,,"FRACYDRAFT_188891","OEU13435.1",442,"hypothetical protein FRACYDRAFT_188891"
"Un","KV784361.1",663444,665098,"+",,,"FRACYDRAFT_241772","OEU13436.1",362,"hypothetical protein FRACYDRAFT_241772"
"Un","KV784361.1",665502,667003,"-",,,"FRACYDRAFT_138025","OEU13437.1",460,"MATE efflux family protein, partial"
"Un","KV784361.1",667918,668265,"-",,,"FRACYDRAFT_269818","OEU13438.1",115,"hypothetical protein FRACYDRAFT_269818"
"Un","KV784361.1",668743,669504,"-",,,"FRACYDRAFT_269819","OEU13439.1",254,"hypothetical protein FRACYDRAFT_269819, partial"
"Un","KV784361.1",670017,672260,"+",,,"FRACYDRAFT_241775","OEU13440.1",703,"P-loop containing nucleoside triphosphate hydrolase protein"
"Un","KV784361.1",673175,673944,"-",,,"FRACYDRAFT_269821","OEU13441.1",214,"hypothetical protein FRACYDRAFT_269821"
"Un","KV784361.1",674373,677714,"-",,,"FRACYDRAFT_188447","OEU13442.1",1113,"ARM repeat-containing protein"
"Un","KV784361.1",678134,679493,"+",,"GNS1_1","FRACYDRAFT_157083","OEU13443.1",383,"putative N-acetylglucosamine-6-sulfatase, partial"
"Un","KV784361.1",680580,681041,"-",,,"FRACYDRAFT_241779","OEU13444.1",153,"hypothetical protein FRACYDRAFT_241779"
"Un","KV784361.1",681597,682964,"+",,,"FRACYDRAFT_262256","OEU13445.1",455,"hypothetical protein FRACYDRAFT_262256"
"Un","KV784361.1",683395,684303,"-",,,"FRACYDRAFT_226743","OEU13446.1",302,"Dihydrodipicolinate synthase"
"Un","KV784361.1",685337,686767,"+",,,"FRACYDRAFT_241782","OEU13447.1",476,"hypothetical protein FRACYDRAFT_241782"
"Un","KV784361.1",687332,687643,"-",,,"FRACYDRAFT_241783","OEU13448.1",103,"Ribosomal_L44-domain-containing protein"
"Un","KV784361.1",688730,689987,"+",,,"FRACYDRAFT_158857","OEU13449.1",321,"DUF1546-domain-containing protein, partial"
"Un","KV784361.1",690403,691761,"-",,,"FRACYDRAFT_241785","OEU13450.1",452,"hypothetical protein FRACYDRAFT_241785"
"Un","KV784361.1",694511,695062,"+",,,"FRACYDRAFT_269822","OEU13451.1",183,"hypothetical protein FRACYDRAFT_269822"
"Un","KV784361.1",695264,695803,"-",,,"FRACYDRAFT_262259","OEU13452.1",179,"hypothetical protein FRACYDRAFT_262259"
"Un","KV784361.1",696894,698162,"+",,,"FRACYDRAFT_170993","OEU13453.1",422,"2-oxoacid_dh-domain-containing protein"
"Un","KV784361.1",700155,700945,"-",,,"FRACYDRAFT_241789","OEU13454.1",173,"hypothetical protein FRACYDRAFT_241789"
"Un","KV784361.1",703071,703439,"+",,,"FRACYDRAFT_269824","OEU13455.1",122,"hypothetical protein FRACYDRAFT_269824"
"Un","KV784361.1",703870,705915,"-",,,"FRACYDRAFT_149437","OEU13456.1",341,"nitrogen permease regulator 2, partial"
"Un","KV784361.1",706862,708037,"+",,,"FRACYDRAFT_269825","OEU13457.1",391,"hypothetical protein FRACYDRAFT_269825"
"Un","KV784361.1",708208,709316,"-",,,"FRACYDRAFT_241793","OEU13458.1",300,"hypothetical protein FRACYDRAFT_241793"
"Un","KV784361.1",710738,711868,"+",,,"FRACYDRAFT_241794","OEU13459.1",306,"hypothetical protein FRACYDRAFT_241794"
"Un","KV784361.1",712539,713231,"-",,,"FRACYDRAFT_189178","OEU14145.1",142,"hypothetical protein FRACYDRAFT_189178"
