"","accession","proteinId","Description","logFC","logCPM","PValue","DE_origin","de_dir","K_no","A","B","C","D","E","FF","G","H"
"119","OEU20754.1","206011","P-type ATPase ",0.837029544465918,9.84547958088361,0.0313661162396567,"temp",1,"K14950","Unknown",NA,NA,NA,NA,NA,NA,NA
"120","OEU15601.1","156423","WD40 repeat-like protein, partial ",-0.699052507534812,10.0110908584882,0.0320795900184497,"temp",-1,"K14556","Genetic Information Processing","Translation","Ribosome biogenesis in eukaryotes [PATH:ko03008]","","","","",""
"121","OEU15601.1","156423","WD40 repeat-like protein, partial ",-0.699052507534812,10.0110908584882,0.0320795900184497,"temp",-1,"K14556","Genetic Information Processing","Translation","Ribosome biogenesis [BR:ko03009]","Eukaryotic Type","90S particles","U3 small nucleolar RNA-associated proteins","",""
"122","OEU21863.1","232008","peptidyl-prolyl cis-trans isomerase B ",0.833300553046009,9.37927777505925,0.0338375275476323,"temp",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"123","OEU08126.1","145710","Carboxyl_trans-domain-containing protein, partial ",-0.484183199036623,11.3564270262261,0.0351583044239257,"temp",-1,"K11262","Metabolism","Carbohydrate metabolism","Pyruvate metabolism [PATH:ko00620]","","","","",""
"124","OEU08126.1","145710","Carboxyl_trans-domain-containing protein, partial ",-0.484183199036623,11.3564270262261,0.0351583044239257,"temp",-1,"K11262","Metabolism","Carbohydrate metabolism","Propanoate metabolism [PATH:ko00640]","","","","",""
"125","OEU08126.1","145710","Carboxyl_trans-domain-containing protein, partial ",-0.484183199036623,11.3564270262261,0.0351583044239257,"temp",-1,"K11262","Metabolism","Lipid metabolism","Fatty acid biosynthesis [PATH:ko00061]","","","","",""
"126","OEU08126.1","145710","Carboxyl_trans-domain-containing protein, partial ",-0.484183199036623,11.3564270262261,0.0351583044239257,"temp",-1,"K11262","Metabolism","Biosynthesis of other secondary metabolites","Aflatoxin biosynthesis [PATH:ko00254]","","","","",""
"127","OEU08126.1","145710","Carboxyl_trans-domain-containing protein, partial ",-0.484183199036623,11.3564270262261,0.0351583044239257,"temp",-1,"K11262","Environmental Information Processing","Signal transduction","AMPK signaling pathway [PATH:ko04152]","","","","",""
"128","OEU22171.1","205091","Band_7-domain-containing protein ",0.735113722326871,9.7583431900077,0.0358205257623318,"temp",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"129","OEU17563.1","237983","hypothetical protein FRACYDRAFT_237983 ",-0.859695320089543,9.29543103412795,0.0382954800470852,"temp",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"130","OEU20373.1","236448","hypothetical protein FRACYDRAFT_236448 ",-0.854340112555099,9.3861733751544,0.0390228553138514,"temp",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"131","OEU18937.1","268500","uroporphyrinogen III decarboxylase ",-1.10867421470784,8.7495340623735,0.0394492001797798,"temp",-1,"K01599","Metabolism","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism [PATH:ko00860]","","","","",""
"132","OEU15135.1","226008","3-phosphoshikimate 1-carboxyvinyltransferase ",-0.696809147951033,9.92299180874882,0.0395481850681706,"temp",-1,"K00800","Metabolism","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","","","","",""
"133","OEU22102.1","179260","hypothetical protein FRACYDRAFT_179260 ",-0.693937566577826,9.99515955776102,0.0408240373869803,"temp",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"134","OEU18445.1","182871","P-loop containing nucleoside triphosphate hydrolase protein, partial ",-0.880956777364345,9.27832433151952,0.0438182121185143,"temp",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"135","OEU20523.1","180596","Aldo/keto reductase ",0.604469934669409,10.168116716689,0.0438763265698298,"temp",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"136","OEU07292.1","251075","hypothetical protein FRACYDRAFT_251075 ",0.855863552293587,9.22460957839086,0.0489732932079207,"temp",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"137","OEU17472.1","183826","hypothetical protein FRACYDRAFT_183826 ",-0.564403240346868,10.2547950057812,0.0494079004091404,"temp",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"138","OEU08040.1","271832","hypothetical protein FRACYDRAFT_271832 ",3.50412495034496,9.62185222934193,2.69650259833961e-06,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"139","OEU11144.1","228154","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase ",4.96972094209007,11.1336770085318,7.17298279760785e-06,"int",1,"K00549","Metabolism","Amino acid metabolism","Cysteine and methionine metabolism [PATH:ko00270]","","","","",""
"140","OEU11144.1","228154","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase ",4.96972094209007,11.1336770085318,7.17298279760785e-06,"int",1,"K00549","Metabolism","Metabolism of other amino acids","Selenocompound metabolism [PATH:ko00450]","","","","",""
"141","OEU08856.1","196010","GTP-binding protein EngA ",-2.67273486608708,9.09225986751772,2.80991494465879e-05,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"142","OEU17620.1","275154","hypothetical protein FRACYDRAFT_275154 ",-2.06496133463852,9.50290572352261,5.11739965063822e-05,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"143","OEU17510.1","268718","60S ribosomal protein L24 ",-1.82885095792318,9.74112707849013,7.76654761355798e-05,"int",-1,"K02896","Genetic Information Processing","Translation","Ribosome [PATH:ko03010]","","","","",""
"144","OEU17510.1","268718","60S ribosomal protein L24 ",-1.82885095792318,9.74112707849013,7.76654761355798e-05,"int",-1,"K02896","Genetic Information Processing","Translation","Ribosome [BR:ko03011]","Ribosomal Proteins","Eukaryotes","Large subunit","",""
"145","OEU15214.1","208780","P-loop containing nucleoside triphosphate hydrolase protein ",-3.04079988675704,9.01995465000375,9.52974604074325e-05,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"146","OEU10171.1","173335","hypothetical protein FRACYDRAFT_173335 ",-1.16880482085196,10.8747421702555,0.000117289438553657,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"147","OEU14436.1","269584","C2-domain-containing protein ",1.31662695395266,10.6112949254709,0.000175582009540576,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"148","OEU13762.1","209933","phosphoglycerate kinase precursor ",-1.22344735345922,10.7323058769879,0.000179869877590206,"int",-1,"K00927","Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","","","","",""
"149","OEU13762.1","209933","phosphoglycerate kinase precursor ",-1.22344735345922,10.7323058769879,0.000179869877590206,"int",-1,"K00927","Metabolism","Energy metabolism","Carbon fixation in photosynthetic organisms [PATH:ko00710]","","","","",""
"150","OEU13762.1","209933","phosphoglycerate kinase precursor ",-1.22344735345922,10.7323058769879,0.000179869877590206,"int",-1,"K00927","Cellular Processes","Transport and catabolism","Exosome [BR:ko04147]","Exosomal proteins","Proteins found in most exosomes","","",""
"151","OEU22265.1","258994","hypothetical protein FRACYDRAFT_258994 ",1.48071710962324,10.2735057244786,0.000345287961631308,"int",1,"K01624","Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","","","","",""
"152","OEU22265.1","258994","hypothetical protein FRACYDRAFT_258994 ",1.48071710962324,10.2735057244786,0.000345287961631308,"int",1,"K01624","Metabolism","Carbohydrate metabolism","Pentose phosphate pathway [PATH:ko00030]","","","","",""
"153","OEU22265.1","258994","hypothetical protein FRACYDRAFT_258994 ",1.48071710962324,10.2735057244786,0.000345287961631308,"int",1,"K01624","Metabolism","Carbohydrate metabolism","Fructose and mannose metabolism [PATH:ko00051]","","","","",""
"154","OEU22265.1","258994","hypothetical protein FRACYDRAFT_258994 ",1.48071710962324,10.2735057244786,0.000345287961631308,"int",1,"K01624","Metabolism","Energy metabolism","Carbon fixation in photosynthetic organisms [PATH:ko00710]","","","","",""
"155","OEU22265.1","258994","hypothetical protein FRACYDRAFT_258994 ",1.48071710962324,10.2735057244786,0.000345287961631308,"int",1,"K01624","Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","","","","",""
"156","OEU12251.1","172305","cytochrome b5 ",2.22882907012896,8.35932203145962,0.000429987528516896,"int",1,"K23490","Unknown",NA,NA,NA,NA,NA,NA,NA
"157","OEU17472.1","183826","hypothetical protein FRACYDRAFT_183826 ",-1.30968768524538,10.2547950057812,0.000430354044931567,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"158","OEU16390.1","225659","thiamine biosynthesis protein thiC ",-1.51470005521967,9.61808069276833,0.000481351218108318,"int",-1,"K03147","Metabolism","Metabolism of cofactors and vitamins","Thiamine metabolism [PATH:ko00730]","","","","",""
"159","OEU19455.1","167665","ubiquitin-conjugating enzyme ",1.81608025123412,8.69462222185391,0.000532755214966776,"int",1,"K06689","Genetic Information Processing","Folding, sorting and degradation","Protein processing in endoplasmic reticulum [PATH:ko04141]","","","","",""
"160","OEU19455.1","167665","ubiquitin-conjugating enzyme ",1.81608025123412,8.69462222185391,0.000532755214966776,"int",1,"K06689","Genetic Information Processing","Folding, sorting and degradation","Ubiquitin mediated proteolysis [PATH:ko04120]","","","","",""
"161","OEU19455.1","167665","ubiquitin-conjugating enzyme ",1.81608025123412,8.69462222185391,0.000532755214966776,"int",1,"K06689","Environmental Information Processing","Signal transduction","MAPK signaling pathway - fly [PATH:ko04013]","","","","",""
"162","OEU19455.1","167665","ubiquitin-conjugating enzyme ",1.81608025123412,8.69462222185391,0.000532755214966776,"int",1,"K06689","Genetic Information Processing","Folding, sorting and degradation","Ubiquitin system [BR:ko04121]","Ubiquitin-conjugating enzymes (E2)","Ubiquitin-conjugating enzymes","","",""
"163","OEU20628.1","259614","(E)-4-hydroxy-3-methylbut-2-enyl diphosphate synthase ",-1.16451864806178,10.0774652383946,0.000551466157226987,"int",-1,"K03526","Metabolism","Metabolism of terpenoids and polyketides","Terpenoid backbone biosynthesis [PATH:ko00900]","","","","",""
"164","OEU17563.1","237983","hypothetical protein FRACYDRAFT_237983 ",-1.51981060761638,9.29543103412795,0.000592292983509437,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"165","OEU11214.1","246327","hypothetical protein FRACYDRAFT_246327 ",2.65872975797296,9.36918023750818,0.000677875984767434,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"166","OEU18387.1","168079","P-ATPase family transporter: zinc/lead/cadmium/mercury ion ",1.40470904267081,9.77399180008403,0.000799951393513606,"int",1,"K01534","Unknown",NA,NA,NA,NA,NA,NA,NA
"167","OEU08126.1","145710","Carboxyl_trans-domain-containing protein, partial ",-0.959216718414842,11.3564270262261,0.000820334211536872,"int",-1,"K11262","Metabolism","Carbohydrate metabolism","Pyruvate metabolism [PATH:ko00620]","","","","",""
"168","OEU08126.1","145710","Carboxyl_trans-domain-containing protein, partial ",-0.959216718414842,11.3564270262261,0.000820334211536872,"int",-1,"K11262","Metabolism","Carbohydrate metabolism","Propanoate metabolism [PATH:ko00640]","","","","",""
"169","OEU08126.1","145710","Carboxyl_trans-domain-containing protein, partial ",-0.959216718414842,11.3564270262261,0.000820334211536872,"int",-1,"K11262","Metabolism","Lipid metabolism","Fatty acid biosynthesis [PATH:ko00061]","","","","",""
"170","OEU08126.1","145710","Carboxyl_trans-domain-containing protein, partial ",-0.959216718414842,11.3564270262261,0.000820334211536872,"int",-1,"K11262","Metabolism","Biosynthesis of other secondary metabolites","Aflatoxin biosynthesis [PATH:ko00254]","","","","",""
"171","OEU08126.1","145710","Carboxyl_trans-domain-containing protein, partial ",-0.959216718414842,11.3564270262261,0.000820334211536872,"int",-1,"K11262","Environmental Information Processing","Signal transduction","AMPK signaling pathway [PATH:ko04152]","","","","",""
"172","OEU13881.1","262424","hypothetical protein FRACYDRAFT_262424 ",1.6219845635795,9.23314873647959,0.000843191748327774,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"173","OEU20381.1","260195","5-oxoprolinase ",1.72598553443962,10.3539014911398,0.00102028400712639,"int",1,"K01469","Metabolism","Metabolism of other amino acids","Glutathione metabolism [PATH:ko00480]","","","","",""
"174","OEU12584.1","210755","chromosome assembly protein ",1.35860782516635,9.94709597613515,0.00109919391527876,"int",1,"K06674","Cellular Processes","Cell growth and death","Cell cycle - yeast [PATH:ko04111]","","","","",""
"175","OEU12584.1","210755","chromosome assembly protein ",1.35860782516635,9.94709597613515,0.00109919391527876,"int",1,"K06674","Genetic Information Processing","Replication and repair","Chromosome and associated proteins [BR:ko03036]","Eukaryotic Type","Chromosome condensation proteins","Condensin I","",""
"176","OEU12584.1","210755","chromosome assembly protein ",1.35860782516635,9.94709597613515,0.00109919391527876,"int",1,"K06674","Genetic Information Processing","Replication and repair","Chromosome and associated proteins [BR:ko03036]","Eukaryotic Type","Chromosome condensation proteins","Condensin II","",""
"177","OEU17661.1","268767","hypothetical protein FRACYDRAFT_268767 ",-1.04871818141395,11.1945232356755,0.00113584033034694,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"178","OEU10229.1","247844","protoporphyrin IX Mg-chelatase subunit D ",1.9875953373199,8.55656912411203,0.00133389595458838,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"179","OEU18937.1","268500","uroporphyrinogen III decarboxylase ",-2.0303197880911,8.7495340623735,0.00136888770738572,"int",-1,"K01599","Metabolism","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism [PATH:ko00860]","","","","",""
"180","1773362865",NA,"ATP synthase CF1 epsilon subunit (chloroplast) [Fragilariopsis cylindrus]",1.29018793965373,9.29606784780021,0.0014640508461833,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"181","OEU21928.1","204950","protein serine/threonine phosphatase 2C ",-0.821708347581984,11.100209680867,0.00147572219185766,"int",-1,"K14803","Metabolism","Enzyme families","Protein phosphatase and associated proteins [BR:ko01009]","Protein Ser/ Thr phosphatases","Mg2+- or Mn2+- dependent protein phosphatases (PPMs)","PPM1 phosphatases (PP2C)","",""
"182","OEU21928.1","204950","protein serine/threonine phosphatase 2C ",-0.821708347581984,11.100209680867,0.00147572219185766,"int",-1,"K14803","Genetic Information Processing","Translation","Ribosome biogenesis [BR:ko03009]","Eukaryotic Type","Pre-40S particles","Other pre-40S particles","",""
"183","OEU18940.1","207292","hypothetical protein FRACYDRAFT_207292 ",1.05554848941533,9.85934714078842,0.00161320209779882,"int",1,"K00326","Metabolism","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","","","","",""
"184","OEU20373.1","236448","hypothetical protein FRACYDRAFT_236448 ",-1.61091688753005,9.3861733751544,0.00168545048821277,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"185","OEU19890.1","206674","hypothetical protein FRACYDRAFT_206674 ",1.15671209230586,9.37494801631392,0.00170276563245263,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"186","OEU18901.1","158788","acyltransferase, partial ",-1.00554336832266,10.8511018680449,0.00173767401265388,"int",-1,"K00630","Metabolism","Lipid metabolism","Glycerolipid metabolism [PATH:ko00561]","","","","",""
"187","OEU18901.1","158788","acyltransferase, partial ",-1.00554336832266,10.8511018680449,0.00173767401265388,"int",-1,"K00630","Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","","","","",""
"188","OEU18901.1","158788","acyltransferase, partial ",-1.00554336832266,10.8511018680449,0.00173767401265388,"int",-1,"K00630","Metabolism","Lipid metabolism","Lipid biosynthesis protein [BR:ko01004]","Phospholipid acyltransferase","GPAT","","",""
"189","OEU20259.1","260278","hypothetical protein FRACYDRAFT_260278 ",1.03277766163412,10.7224751127299,0.00178936810871533,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"190","OEU21739.1","158033","ATP-dependent hsl protease ATP-binding subunit hslU, partial ",1.900134765891,8.3412693406709,0.00195725825099669,"int",1,"K03667","Genetic Information Processing","Folding, sorting and degradation","Chaperones and folding catalysts [BR:ko03110]","Heat shock proteins","HSP100","","",""
"191","OEU14527.1","218563","hypothetical protein FRACYDRAFT_218563 ",0.835309024816198,10.47972394286,0.00213883354472693,"int",1,"K02266","Metabolism","Energy metabolism","Oxidative phosphorylation [PATH:ko00190]","","","","",""
"192","OEU16276.1","208140","glutamine-hydrolyzing asparagine synthase ",-0.8347046486086,12.2184498735921,0.0021697959097743,"int",-1,"K01953","Metabolism","Amino acid metabolism","Alanine, aspartate and glutamate metabolism [PATH:ko00250]","","","","",""
"193","OEU16276.1","208140","glutamine-hydrolyzing asparagine synthase ",-0.8347046486086,12.2184498735921,0.0021697959097743,"int",-1,"K01953","Metabolism","Enzyme families","Peptidases [BR:ko01002]","Cysteine Peptidases","Family C44","","",""
"194","OEU17774.1","207885","FAD-binding domain-containing protein ",1.19030601780779,9.40314440232829,0.00224441303900862,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"195","OEU18445.1","182871","P-loop containing nucleoside triphosphate hydrolase protein, partial ",-1.37567486168649,9.27832433151952,0.00236350874738459,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"196","OEU09292.1","195411","chloroplast sedoheptulose-1,7-bisphosphatase ",-1.02267510010348,10.0633670335186,0.00250726767296873,"int",-1,"K01100","Metabolism","Energy metabolism","Carbon fixation in photosynthetic organisms [PATH:ko00710]","","","","",""
"197","OEU14387.1","275849","hypothetical protein FRACYDRAFT_275849 ",1.03595036505136,10.2445112384159,0.00257169958431185,"int",1,"K08994","Unknown",NA,NA,NA,NA,NA,NA,NA
"198","OEU15875.1","240571","hypothetical protein FRACYDRAFT_240571 ",-0.881374761586747,10.8879300627532,0.00268646980105957,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"199","OEU10445.1","287459","putative rhodopsin ",1.13613988931235,9.83878600178373,0.00285453272402663,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"200","OEU08420.1","264537","hypothetical protein FRACYDRAFT_264537 ",-1.20563764268971,9.66472938104107,0.00304056183138105,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"201","OEU15601.1","156423","WD40 repeat-like protein, partial ",-1.112493557344,10.0110908584882,0.00308585566582885,"int",-1,"K14556","Genetic Information Processing","Translation","Ribosome biogenesis in eukaryotes [PATH:ko03008]","","","","",""
"202","OEU15601.1","156423","WD40 repeat-like protein, partial ",-1.112493557344,10.0110908584882,0.00308585566582885,"int",-1,"K14556","Genetic Information Processing","Translation","Ribosome biogenesis [BR:ko03009]","Eukaryotic Type","90S particles","U3 small nucleolar RNA-associated proteins","",""
"203","OEU07775.1","229440","putative dehydroascorbate reductase ",-1.02233153538086,10.1260811636132,0.00313064450626702,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"204","OEU22263.1","155400","RNA-binding domain-containing protein, partial ",-2.06663778244837,9.25042962093156,0.00363681792681528,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"205","OEU18828.1","268455","stabilizer of iron transporter SufD ",-1.17531998581387,9.5817377245773,0.00365189029467375,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"206","OEU17803.1","260998","fucoxanthin chlorophyll a/c protein ",-0.734996485923003,10.8306473558067,0.00377852801643599,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"207","OEU20728.1","234360","hypothetical protein FRACYDRAFT_234360 ",-0.827271662587543,11.2870463881285,0.00385486100716783,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"208","OEU20070.1","268162","putative acetyl-CoA acyltransferase ",1.53400163264881,9.79859484684733,0.00396027865770186,"int",1,"K07508","Metabolism","Lipid metabolism","Fatty acid elongation [PATH:ko00062]","","","","",""
"209","OEU20070.1","268162","putative acetyl-CoA acyltransferase ",1.53400163264881,9.79859484684733,0.00396027865770186,"int",1,"K07508","Metabolism","Lipid metabolism","Fatty acid degradation [PATH:ko00071]","","","","",""
"210","OEU20070.1","268162","putative acetyl-CoA acyltransferase ",1.53400163264881,9.79859484684733,0.00396027865770186,"int",1,"K07508","Metabolism","Amino acid metabolism","Valine, leucine and isoleucine degradation [PATH:ko00280]","","","","",""
"211","OEU19288.1","235337","hypothetical protein FRACYDRAFT_235337 ",2.64357672347407,7.93469408225356,0.00409507761898141,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"212","OEU21654.1","205854","putative aureochrome ",-0.762862805090195,11.2207333923299,0.0044034078923511,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"213","OEU20818.1","259707","HopJ-domain-containing protein ",-0.985359850058374,9.91155644386862,0.00459534344013537,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"214","OEU15771.1","209201","hypothetical protein FRACYDRAFT_209201 ",1.06937830435984,9.41829946990641,0.00497595326514183,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"215","OEU14002.1","171314","hypothetical protein FRACYDRAFT_171314 ",1.69324561379231,8.45441878177163,0.00502618456995697,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"216","OEU20557.1","234188","hypothetical protein FRACYDRAFT_234188 ",-0.851580208300516,10.5623038954276,0.00505927594943258,"int",-1,"K15128","Genetic Information Processing","Transcription","Transcription machinery [BR:ko03021]","Eukaryotic type","RNA polymerase II system","Mediator complex","Head",""
"217","OEU18602.1","268368","hypothetical protein FRACYDRAFT_268368 ",-1.11592446026739,9.85829373032407,0.00506459723249575,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"218","OEU15576.1","170289","protoporphyrin IX Mg-chelatase subunit D ",-0.899786969733936,10.3600181407026,0.00519860733058181,"int",-1,"K03404","Metabolism","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism [PATH:ko00860]","","","","",""
"219","OEU07355.1","197708","hypothetical protein FRACYDRAFT_197708 ",-0.852386743007963,10.7641501670584,0.00522226566140915,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"220","OEU08435.1","196661","Flavocytochrome c ",1.1088869096699,9.81131905729729,0.00541121014960394,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"221","OEU20496.1","216497","hypothetical protein FRACYDRAFT_216497 ",1.45154958278056,8.59951197453343,0.00561914268377094,"int",1,"K17278","Cellular Processes","Transport and catabolism","Exosome [BR:ko04147]","Exosomal proteins","Exosomal proteins of hepatic cells","","",""
"222","OEU19598.1","235658","hypothetical protein FRACYDRAFT_235658 ",1.51731947764037,9.46000141893878,0.00564823756870511,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"223","OEU19234.1","274493","cobW-domain-containing protein ",1.61770566866542,11.2508911083623,0.00565015910330214,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"224","OEU16551.1","208340","fucoxanthin chlorophyll a/c protein ",1.94710057687395,10.121715111327,0.00567984854063829,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"225","OEU13767.1","226883","Coatomer, alpha subunit ",-0.766856166346291,10.4963092826897,0.00580268079280277,"int",-1,"K05236","Genetic Information Processing","Folding, sorting and degradation","Membrane trafficking [BR:ko04131]","Endoplasmic reticulum (ER) - Golgi transport","Retrieval pathways","Coat protein complex I (COP-I)","",""
"226","OEU13767.1","226883","Coatomer, alpha subunit ",-0.766856166346291,10.4963092826897,0.00580268079280277,"int",-1,"K05236","Cellular Processes","Transport and catabolism","Exosome [BR:ko04147]","Exosomal proteins","Exosomal proteins of other body fluids (saliva and urine)","","",""
"227","OEU13767.1","226883","Coatomer, alpha subunit ",-0.766856166346291,10.4963092826897,0.00580268079280277,"int",-1,"K05236","Cellular Processes","Transport and catabolism","Exosome [BR:ko04147]","Exosomal proteins","Exosomal proteins of bladder cancer cells","","",""
"228","OEU21652.1","216482","uroporphyrinogen III decarboxylase, partial ",-1.07286910061181,9.84879116952729,0.00623346651805872,"int",-1,"K01599","Metabolism","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism [PATH:ko00860]","","","","",""
"229","OEU10218.1","194372","FAS1 domain-containing protein, partial ",1.30219369644449,8.70062028798307,0.00639206845538124,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"230","OEU08930.1","249273","hypothetical protein FRACYDRAFT_249273 ",-1.1231788829565,9.49169763192517,0.00642538891479897,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"231","OEU15320.1","269315","ThiJ/PfpI domain-containing protein ",1.62411369618924,8.28604090546371,0.00653748788677692,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"232","OEU22272.1","205176","V-type ATPase 16 kDa proteolipid subunit ",1.4060121152929,8.75602800127269,0.00654550476092805,"int",1,"K02155","Metabolism","Energy metabolism","Oxidative phosphorylation [PATH:ko00190]","","","","",""
"233","OEU22272.1","205176","V-type ATPase 16 kDa proteolipid subunit ",1.4060121152929,8.75602800127269,0.00654550476092805,"int",1,"K02155","Cellular Processes","Transport and catabolism","Phagosome [PATH:ko04145]","","","","",""
"234","OEU22272.1","205176","V-type ATPase 16 kDa proteolipid subunit ",1.4060121152929,8.75602800127269,0.00654550476092805,"int",1,"K02155","Cellular Processes","Transport and catabolism","Lysosome [PATH:ko04142]","","","","",""
"235","OEU16201.1","225570","hypothetical protein FRACYDRAFT_225570 ",-1.36586938977186,9.43097917890112,0.00664532234237111,"int",-1,"K15979","Unknown",NA,NA,NA,NA,NA,NA,NA
"236","OEU21646.1","274188","methionine sulfoxide reductase B ",-1.55014239724691,8.74015948567888,0.00697924635352338,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"237","OEU16091.1","136216","calcium ATPase, partial ",0.937505004822559,9.61863656455083,0.0072857889465547,"int",1,"K01535","Metabolism","Energy metabolism","Oxidative phosphorylation [PATH:ko00190]","","","","",""
"238","OEU13387.1","170952","ARM repeat-containing protein ",-0.920645284848243,9.81928473877415,0.00741079691845487,"int",-1,"K20221","Genetic Information Processing","Translation","Ribosome biogenesis [BR:ko03009]","Eukaryotic Type","Pre-40S particles","Export and cytoplasmic maturation factors","",""
"239","OEU13387.1","170952","ARM repeat-containing protein ",-0.920645284848243,9.81928473877415,0.00741079691845487,"int",-1,"K20221","Genetic Information Processing","Translation","Ribosome biogenesis [BR:ko03009]","Eukaryotic Type","Pre-60S particles","Export and cytoplasmic maturation factors","",""
"240","OEU22110.1","178178","putative methyltransferase ",1.12189433444476,9.1978003437189,0.00743671352577015,"int",1,"K07755","Unknown",NA,NA,NA,NA,NA,NA,NA
"241","OEU18800.1","237081","T-complex protein 1 ",-1.30226106172696,9.48497142404153,0.00756341884447461,"int",-1,"K09496","Genetic Information Processing","Folding, sorting and degradation","Chaperones and folding catalysts [BR:ko03110]","Heat shock proteins","HSP60 / Chaperonin","","",""
"242","OEU18800.1","237081","T-complex protein 1 ",-1.30226106172696,9.48497142404153,0.00756341884447461,"int",-1,"K09496","Genetic Information Processing","Replication and repair","Chromosome and associated proteins [BR:ko03036]","Eukaryotic Type","Centrosome formation and ciliogenesis proteins","BBS-CCT complex","",""
"243","OEU18800.1","237081","T-complex protein 1 ",-1.30226106172696,9.48497142404153,0.00756341884447461,"int",-1,"K09496","Cellular Processes","Transport and catabolism","Exosome [BR:ko04147]","Exosomal proteins","Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)","","",""
